DateTime,AddedIPs,RemovedIPs
1570403772,68,0
1570491618,40,0
1570564827,75,9
1570653167,100,6
1570741366,65,1
1570830006,62,0
1570911620,85,0
1570999448,47,0
1571087780,37,0
1571175861,73,1
1571271129,72,0
1571344346,62,2
1571432165,49,0
1571527692,45,0
1571615528,65,0
1571688739,195,1
1571777072,180,2
1571872329,94,0
1571960414,67,1
1572042019,93,0
1572130388,121,0
1572211467,62,0
1572307939,72,3
1572381135,72,0
1572468970,65,2
1572564489,54,0
1572652377,47,0
1572733214,62,0
1572821562,82,0
1572902702,45,1
1572990740,50,4
1573078808,79,2
1573166887,49,0
1573254970,118,0
1573343068,244,0
1573416748,64,4
1573505068,107,1
1573593632,61,0
1573681453,66,1
1573770021,54,3
1573858348,53,2
1573939452,64,2
1574027547,88,0
1574115615,52,0
1574203927,55,49473
1574292029,49534,1
1574380102,246,0
1574468425,48,0
1574541869,52,0
1574630190,50,0
1574718253,71,1
1574806103,87,0
1574894191,67,1
1574982518,81,1
1575070338,59,0
1575158189,45,2
1575246263,31,0
1575319454,37,11354
1575407554,11402,0
1575495608,61,1
1575584181,88,0
1575672487,44,1
1575760817,47,1
1575848905,58,0
1575936747,61,1
1576010407,59,0
1576099206,165,1
1576187290,40,0
1576275391,68,0
1576363964,76,0
1576452014,57,0
1576539860,68,14346
1576628414,14404,1
1576701627,65,0
1576789699,38,1
1576877772,47,1
1576965649,73,0
1577053944,55,0
1577142269,43,0
1577230808,43,0
1577319372,41,37748
1577392806,37793,0
1577481130,40,0
1577569207,53,0
1577657303,64,0
1577745143,67,0
1577840650,58,0
1577914087,70,0
1578002168,55,0
1578090247,53,0
1578178334,0,59761
1578266183,59834,0
1578354254,41,0
1578435375,104,3
1578523218,70,0
1578611049,97,0
1578699610,48,1
1578787459,35,0
1578875534,45,1
1578948980,41,1
1579036817,71,0
1579124905,60,0
1579213218,76,0
1579301535,78,0
1579389374,67,0
1579550677,158,1
1579638492,51,0
1579726337,114,0
1579814170,79,0
1579902252,93,0
1579990328,48,1
1580064008,48,0
1580152580,24,0
1580240409,101,1
1580335938,77,0
1580409369,61,1
1580497233,52,2
1580585289,44,0
1580673126,47,0
1580768171,49,2
1580841380,44,0
1580929258,40,1
1581017543,86,3
1581105367,34,0
1581193225,66,1
1581281049,36,0
1581369138,43,1
1581456966,37,2
1581544829,47,0
1581618486,55,0
1581706578,43,1
1581802087,59,0
1581890180,38,0
1581978251,39,2
1582051702,52,32042
1582139770,32116,0
1582227607,72,1
1582323140,37,2
1582410966,54,0
1582484167,35,0
1582579688,35,0
1582667550,35,2
1582748167,56,2
1582836012,43,1
1582916909,36,0
1583004740,33,1
1583092567,67,0
1583180435,50,1
1583268276,42,3
1583356334,53,4
1583444169,41,1
1583532036,61,18301
1583619869,18343,1
1583707689,19,48502
1583780917,48557,1
1583868728,84,0
1584132249,364,33240
1584220674,33362,1
1584308648,59,0
1584382328,91,0
1584470182,87,70779
1584558502,96,0
1584646341,82,0
1584719545,104,2
1584807370,114,3
1584895204,96,0
1584976096,94,4
1585063938,102,0
1585151764,99,0
1585239846,102,1
1585327962,152,1
1585415768,107,0
1585519237,62,0
1585607545,131,0
1585695617,129,0
1585783690,115,1
1585871533,117,1
1585944736,98,0
1586032573,84,0
1586120413,72,0
1586208730,108,1
1586296569,93,2
1586384660,77,7
1586472502,138,1
1586560330,88,1
1586648178,98,1
1586736015,126,0
1586809221,80,0
1586897051,63,2
1586984896,76,2
1587072976,94,1
1587160823,67,3
1587248889,66,0
1587336727,70,0
1587425287,75,0
1587513367,65,2
1587586569,93,1
1587674425,49,1
1587762262,34,0
1587850088,60,0
1587938169,47,0
1588026735,49,1
1588114575,65,2
1588202652,98,0
1588290494,66,1
1588363928,45,1
1588451779,37,3
1588539617,47,0
